row_index,treatment,propensity_score,analysis_weight
189,0,0.8862330065053102,18.59523475155755
190,1,0.6117317470421396,1.0
191,1,0.8788586093472547,1.0
192,1,0.644454773084333,1.0
193,1,0.8673897660597585,1.0
194,0,0.5695080041187351,3.1579465646655094
195,1,0.6747171612503671,1.0
196,1,0.8889873601847217,1.0
197,0,0.7997814053844774,9.535356176679782
198,1,0.8539010105119265,1.0
199,1,0.7881428103395848,1.0
200,1,0.8705336786107456,1.0
201,1,0.7703299861906638,1.0
202,0,0.6256181015780555,3.9890041651290793
203,1,0.9426462935951988,1.0
204,1,0.8041662894066259,1.0
205,1,0.9367820390375872,1.0
206,1,0.7498161721129974,1.0
207,1,0.9324344346508424,1.0
208,0,0.5400323906315514,2.802609469407202
209,1,0.8090416476501106,1.0
210,1,0.8610929213183625,1.0
211,1,0.8939325296638879,1.0
212,1,0.9383976441977103,1.0
213,1,0.8837019371250757,1.0
214,1,0.7910476111289801,1.0
215,1,0.9457471638702891,1.0
216,0,0.3547282795712175,1.3122700175315325
217,1,0.664854305567256,1.0
218,0,0.4614999055940227,2.0457655390930807
219,1,0.797826100162289,1.0
220,0,0.2513425307843206,0.8014064764243308
221,0,0.5478176891413632,2.891961510197884
222,1,0.6393304459879284,1.0
223,1,0.5301372471255421,1.0
224,0,0.67097851590083,4.868042751813989
225,1,0.5042758513914806,1.0
226,1,0.7607194030425183,1.0
227,0,0.4079491041894685,1.6448146562005521
228,1,0.5546479743553309,1.0
229,1,0.8179903137499671,1.0
230,1,0.47615822343543235,1.0
231,1,0.807154970905533,1.0
232,0,0.5111769652016778,2.496258968602846
233,1,0.7329506916401578,1.0
234,0,0.35695959618726125,1.3251066270855731
235,0,0.7187931893120637,6.1016619736967455
236,1,0.82206513506638,1.0
237,0,0.6973882868348992,5.501219078574455
238,1,0.7712696047130301,1.0
239,1,0.42224020517017347,1.0
240,0,0.5691379631205093,3.153184266768072
241,1,0.9105670695949835,1.0
242,1,0.6731239679744443,1.0
243,0,0.9046002160380459,22.634938654581987
244,1,0.7031834035211797,1.0
245,1,0.8952780231495644,1.0
246,1,0.37058251757365746,1.0
247,1,0.7305371668624757,1.0
248,1,0.9127902581421464,1.0
249,1,0.8392529091600219,1.0
250,1,0.8842474278146695,1.0
251,0,0.8294193996590007,11.606855465519647
252,1,0.7495329565113513,1.0
253,0,0.5988348572585981,3.5633124709394797
254,0,0.6859418851655618,5.213715500477185
255,1,0.9095607240040569,1.0
256,1,0.8429431033650029,1.0
257,1,0.9509029622912372,1.0
258,1,0.5715234210872902,1.0
259,1,0.8599816594987719,1.0
260,1,0.6054495394371748,1.0
261,1,0.8470367226773868,1.0
262,0,0.8901376937648853,19.340981362860646
263,1,0.9167743695394167,1.0
264,1,0.8714578850908483,1.0
265,1,0.7717819798765432,1.0
266,1,0.8318789760218203,1.0
267,1,0.9579554348480893,1.0
268,1,0.8505800412995698,1.0
269,1,0.953579412801845,1.0
270,0,0.34400965226749497,1.2518238020691705
271,1,0.6371925675346168,1.0
272,0,0.30497590177856465,1.0474557547074241
273,1,0.6129212353873529,1.0
274,1,0.6985095282354086,1.0
275,0,0.5959086519566018,3.520222909219178
276,1,0.727180674188664,1.0
277,0,0.3116409388410112,1.0807108118276167
278,0,0.5859056520643778,3.3775237430723926
279,1,0.4738491218642268,1.0
280,1,0.6194512525170849,1.0
281,0,0.85452502638899,14.02188901174981
282,1,0.5429716409000301,1.0
283,0,0.6506882928383037,4.44661857302372
284,1,0.317594765806758,1.0
285,1,0.6267910022548447,1.0
286,0,0.4204725513118463,1.7319432809360165
287,1,0.769631997201849,1.0
288,1,0.8579239776080226,1.0
289,0,0.7507549894509521,7.190213395166098
290,1,0.6001118736334751,1.0
291,0,0.4885438275314898,2.280158999986241
292,1,0.633227052184607,1.0
293,1,0.930106713685029,1.0
294,0,0.7291076056412584,6.424877367215262
295,1,0.9253366251058628,1.0
296,0,0.5132320570433604,2.516876071048207
297,0,0.7918746528598413,9.082418145514891
298,1,0.43488011753944245,1.0
299,1,0.7799029271936884,1.0
300,1,0.8649491735123259,1.0
301,1,0.8721864846254285,1.0
302,1,0.7727174107242584,1.0
303,1,0.6839437116132163,1.0
304,1,0.7963886144214294,1.0
305,0,0.6611366955588576,4.657327165808979
306,1,0.7405762920604746,1.0
307,1,0.9293031674572473,1.0
308,0,0.7048972811636806,5.701940099497768
309,1,0.8960466831212226,1.0
310,0,0.6354849384579908,4.161594970107513
311,1,0.8892289004856397,1.0
312,1,0.6672948439468211,1.0
313,1,0.8786062347155429,1.0
314,1,0.9137178806982382,1.0
315,1,0.6965286319459358,1.0
316,0,0.8985906302186394,21.152116410348945
317,1,0.8154999810129054,1.0
318,1,0.8660822412807389,1.0
319,1,0.9675109068221651,1.0
320,1,0.8815205508618847,1.0
321,1,0.9014034733497033,1.0
322,1,0.649009194643683,1.0
323,1,0.9478798826682266,1.0
324,0,0.3644821444321341,1.3690475312415245
325,1,0.6742255375101058,1.0
326,1,0.7517488840295926,1.0
327,0,0.39624965972317827,1.5666844743587192
328,1,0.542597109845799,1.0
329,0,0.37175205958301133,1.4125126166612063
330,1,0.4640358145920841,1.0
331,1,0.5406729497833832,1.0
332,0,0.6802608582958621,5.0786666023854306
333,1,0.8847593211065952,1.0
334,0,0.34586820069116714,1.2621628654017087
335,0,0.7088524434505608,5.811827518644198
336,1,0.378223294800229,1.0
337,0,0.6870203432186789,5.239906203387878
338,1,0.48673244165745555,1.0
339,1,0.8136624165507166,1.0
340,0,0.7288094259914903,6.415188419238891
341,1,0.5727500575508128,1.0
342,1,0.6623272196868958,1.0
343,0,0.5552530337045725,2.9802175755301916
344,1,0.6929265843300523,1.0
345,1,0.8906267604645572,1.0
346,1,0.5450120396213319,1.0
347,1,0.8465254079079547,1.0
348,0,0.5794928208094385,3.289611953558723
349,1,0.8325786100383313,1.0
350,1,0.5014459068848902,1.0
351,0,0.8224231985305918,11.055519347061356
352,1,0.7402862396047484,1.0
353,1,0.7522909430776497,1.0
354,0,0.8162988704281583,10.607362104514678
355,1,0.7387933572253581,1.0
356,1,0.8363921537790961,1.0
357,1,0.7183142293981557,1.0
358,1,0.78863500324647,1.0
359,1,0.8540183217215928,1.0
360,1,0.5937665079486526,1.0
361,1,0.9184747573328724,1.0
362,0,0.694993976017665,5.439295449232838
363,1,0.9129850775791897,1.0
364,0,0.7238672808139938,6.257647612601022
365,1,0.7630970364111863,1.0
366,1,0.8249623633269061,1.0
367,0,0.7499925894728208,7.161007296641738
368,1,0.9205185294696461,1.0
369,1,0.8524444039755215,1.0
370,1,0.8942119376204631,1.0
371,1,0.9298416538715603,1.0
372,1,0.768052327163548,1.0
373,1,0.9227754180143044,1.0
374,1,0.7073271774180885,1.0
375,1,0.9175493359851373,1.0
376,1,0.8558837693456457,1.0
377,1,0.9554187537351149,1.0
378,0,0.5740510464238905,3.2170883145415434
379,1,0.46173368295611883,1.0
380,1,0.6079143300702636,1.0
381,0,0.4361119800698398,1.846184816873416
382,1,0.5308720603819336,1.0
383,0,0.6060654525235655,3.672531124617095
384,1,0.4863554213147667,1.0
385,1,0.773596239278902,1.0
386,0,0.4086618574978066,1.649674410720664
387,1,0.7608905837457397,1.0
388,0,0.44291371710321037,1.8978710081415298
389,0,0.741537830422246,6.848671764364009
390,0,0.1649888625745571,0.47166362695941155
391,1,0.6602532165667158,1.0
392,1,0.7783956940144072,1.0
393,1,0.6366448807153594,1.0
394,0,0.7193891337943028,6.119689889027564
395,1,0.6200285844938739,1.0
396,0,0.5010686156678822,2.3973221843150987
397,0,0.7837400878940333,8.65099507994481
398,1,0.6102321278602983,1.0
399,1,0.8781852719427874,1.0
400,1,0.6430077844501728,1.0
401,1,0.866662353141796,1.0
402,0,0.5679604806800461,3.1380847600117643
403,1,0.6733309043024472,1.0
404,1,0.7883833296198373,1.0
405,0,0.6501497931794238,4.436099918720778
406,1,0.8531121370088135,1.0
407,1,0.7870874027692493,1.0
408,0,0.8698209229178054,15.949926560872388
409,1,0.5315959002120062,1.0
410,0,0.6241391624048774,3.9639154500832734
411,1,0.8843436725175815,1.0
412,1,0.656403839398064,1.0
413,1,0.9364073600492598,1.0
414,1,0.7486307284517094,1.0
415,1,0.823621261308519,1.0
416,0,0.5384647786021904,2.7849825461321394
417,1,0.8080649975693341,1.0
418,1,0.8603365295783819,1.0
419,1,0.7967855747679895,1.0
